Date,Value,,,
2023-04-04,131.6830,,,
2023-04-05,131.1170,,,
2023-04-06,131.8445,,,
2023-04-07,132.1550,,,
2023-04-08,132.1550,,,
2023-04-10,133.5270,,,
2023-04-11,133.6125,,,
2023-04-12,133.0502,,,
2023-04-13,132.5890,,,
2023-04-14,133.8250,,,
2023-04-15,133.8250,,,
2023-04-17,134.4630,,,
2023-04-18,134.0375,,,
2023-04-19,134.7160,,,
2023-04-20,134.1740,,,
2023-04-21,134.1650,,,
2023-04-22,134.1650,,,
2023-04-24,134.1065,,,
2023-04-25,133.7230,,,
2023-04-26,133.5795,,,
2023-04-27,133.9135,,,
2023-04-28,136.3090,,,
2023-04-29,136.3090,,,
2023-05-01,137.4520,,,
2023-05-02,136.5310,,,
2023-05-03,134.6140,,,
2023-05-04,134.2905,,,
2023-05-05,134.8350,,,
2023-05-06,134.8350,,,
2023-05-08,135.0120,,,
2023-05-09,135.2060,,,
2023-05-10,134.1898,,,
2023-05-11,134.5180,,,
2023-05-12,135.7450,,,
2023-05-13,135.7450,,,
2023-05-15,136.0230,,,
2023-05-16,135.7741,,,
