"Date","Week day","ON","1W","1M","2M","3M","6M","12M"
"30.07.2020","Thu","0.08500","0.10775","0.15563","0.20525","0.25100","0.31488","0.45650"
"29.07.2020","Wed","0.08413","0.10850","0.16113","0.21350","0.26063","0.31550","0.46113"
"28.07.2020","Tue","0.08475","0.11063","0.16688","0.21888","0.26825","0.31750","0.46050"
"27.07.2020","Mon","0.08513","0.10850","0.16625","0.21113","0.26963","0.31663","0.45688"
"24.07.2020","Fri","0.08488","0.11075","0.17263","0.21775","0.24675","0.31850","0.45950"
"23.07.2020","Thu","0.08563","0.11538","0.17163","0.22013","0.24450","0.32513","0.46213"
"22.07.2020","Wed","0.08588","0.11963","0.17900","0.21900","0.26350","0.32750","0.46325"
"21.07.2020","Tue","0.08525","0.11250","0.17575","0.21513","0.25550","0.33988","0.46438"
"20.07.2020","Mon","0.08550","0.11275","0.17563","0.21500","0.25775","0.34275","0.46850"
"17.07.2020","Fri","0.08563","0.11400","0.17988","0.21738","0.27138","0.33363","0.47000"
"16.07.2020","Thu","0.08675","0.11163","0.18675","0.22263","0.27175","0.34238","0.47550"
"15.07.2020","Wed","0.08425","0.11850","0.18088","0.23313","0.27288","0.33463","0.47688"
"14.07.2020","Tue","0.07750","0.11225","0.17663","0.22725","0.27088","0.34138","0.48100"
"13.07.2020","Mon","0.08200","0.11138","0.17475","0.24375","0.27500","0.33925","0.48125"
"10.07.2020","Fri","0.08138","0.10438","0.17538","0.23125","0.26813","0.34538","0.48013"
"09.07.2020","Thu","0.08175","0.10938","0.17825","0.23463","0.26625","0.34850","0.48413"
"08.07.2020","Wed","0.08288","0.11125","0.18825","0.23638","0.27288","0.35338","0.48813"
"07.07.2020","Tue","0.08300","0.11200","0.18250","0.23313","0.26838","0.36025","0.49225"
"06.07.2020","Mon","0.08288","0.11325","0.16588","0.23550","0.27650","0.36425","0.51563"
"03.07.2020","Fri","0.08288","0.10913","0.16263","0.23375","0.27588","0.36625","0.50563"
"02.07.2020","Thu","0.08288","0.10150","0.16375","0.23375","0.30375","0.36613","0.53863"
"01.07.2020","Wed","0.07663","0.10338","0.16625","0.23338","0.29850","0.38425","0.53325"
"30.06.2020","Tue","0.08088","0.09663","0.16225","0.22875","0.30200","0.36925","0.54575"
"29.06.2020","Mon","0.08175","0.10500","0.17100","0.23725","0.29613","0.36688","0.55588"
"26.06.2020","Fri","0.07113","0.10725","0.17825","0.24263","0.30788","0.36138","0.56625"
"25.06.2020","Thu","0.07563","0.10663","0.18363","0.24925","0.30600","0.36463","0.57038"
"24.06.2020","Wed","0.07425","0.10388","0.17950","0.24188","0.28375","0.37938","0.56375"
"23.06.2020","Tue","0.07113","0.10850","0.18450","0.25200","0.29688","0.38263","0.56538"
"22.06.2020","Mon","0.06988","0.10563","0.18475","0.25788","0.29663","0.39450","0.57375"
"19.06.2020","Fri","0.07525","0.11250","0.19013","0.26700","0.30513","0.41450","0.57575"
"18.06.2020","Thu","0.07638","0.11250","0.19000","0.27388","0.30638","0.42475","0.57738"
"17.06.2020","Wed","0.07550","0.11275","0.19388","0.28250","0.31625","0.42475","0.58388"
"16.06.2020","Tue","0.07163","0.11250","0.19375","0.28438","0.30788","0.42975","0.58550"
"15.06.2020","Mon","0.06975","0.11100","0.19388","0.27800","0.29900","0.43088","0.59075"
"12.06.2020","Fri","0.06613","0.11038","0.19513","0.27050","0.32088","0.43200","0.59338"
"11.06.2020","Thu","0.06550","0.10500","0.18475","0.26050","0.31338","0.41963","0.60463"
"10.06.2020","Wed","0.06325","0.10463","0.19050","0.26738","0.31838","0.42650","0.64550"
"09.06.2020","Tue","0.06300","0.10450","0.18788","0.26800","0.31463","0.46050","0.63275"
"08.06.2020","Mon","0.06075","0.09713","0.17663","0.26125","0.30975","0.48338","0.62988"
"05.06.2020","Fri","0.06250","0.09613","0.18013","0.26575","0.31288","0.48125","0.63400"
"04.06.2020","Thu","0.05975","0.09500","0.17525","0.25963","0.31763","0.48050","0.62775"
"03.06.2020","Wed","0.06188","0.08863","0.17363","0.23975","0.32663","0.47650","0.62250"
"02.06.2020","Tue","0.06500","0.09175","0.17875","0.24538","0.33050","0.48200","0.62550"
"01.06.2020","Mon","0.06200","0.09775","0.17813","0.25500","0.33713","0.49625","0.63750"
"29.05.2020","Fri","0.06150","0.09163","0.18250","0.27900","0.34400","0.50975","0.67350"
"28.05.2020","Thu","0.06300","0.09150","0.17263","0.27713","0.35000","0.51500","0.67688"
"27.05.2020","Wed","0.06163","0.08825","0.17363","0.28875","0.36250","0.54838","0.68050"
"26.05.2020","Tue","0.06025","0.09488","0.16950","0.28525","0.37125","0.57163","0.67975"
"22.05.2020","Fri","0.06075","0.09200","0.17375","0.28163","0.36925","0.57000","0.68175"
"21.05.2020","Thu","0.06113","0.09350","0.16825","0.27738","0.35950","0.57663","0.68488"
"20.05.2020","Wed","0.06238","0.09425","0.17300","0.28825","0.35800","0.58613","0.70638"
"19.05.2020","Tue","0.06038","0.09300","0.17088","0.30538","0.37413","0.59038","0.72188"
"18.05.2020","Mon","0.05975","0.10000","0.17075","0.29925","0.37663","0.62813","0.71825"
"15.05.2020","Fri","0.06200","0.09838","0.17238","0.29450","0.38050","0.65900","0.75538"
"14.05.2020","Thu","0.06150","0.10588","0.18213","0.30213","0.38563","0.66538","0.76175"
"13.05.2020","Wed","0.06100","0.10075","0.18363","0.31525","0.39238","0.67513","0.76938"
"12.05.2020","Tue","0.06063","0.10025","0.18388","0.33188","0.42400","0.65863","0.76875"
"11.05.2020","Mon","0.06163","0.09550","0.19088","0.33913","0.43350","0.65888","0.76563"
"07.05.2020","Thu","0.06100","0.11075","0.19800","0.35425","0.43463","0.68800","0.78288"
"06.05.2020","Wed","0.06250","0.10463","0.22163","0.38538","0.44763","0.69438","0.79825"
"05.05.2020","Tue","0.05775","0.11475","0.24725","0.41338","0.47400","0.70013","0.83125"
"04.05.2020","Mon","0.05725","0.10163","0.26275","0.47975","0.50088","0.70450","0.82863"
"01.05.2020","Fri","0.05838","0.11588","0.30338","0.53975","0.54088","0.71300","0.83550"
"30.04.2020","Thu","0.06050","0.13188","0.32963","0.59050","0.55613","0.75950","0.86463"
"29.04.2020","Wed","0.05488","0.14788","0.37013","0.63763","0.68663","0.80488","0.89863"
"28.04.2020","Tue","0.05075","0.13650","0.40363","0.70250","0.76013","0.86188","0.90975"
"27.04.2020","Mon","0.05600","0.16513","0.43763","0.76350","0.84075","0.89313","0.92513"
"24.04.2020","Fri","0.05675","0.15663","0.44088","0.82775","0.88713","0.92225","0.93950"
"23.04.2020","Thu","0.05825","0.14138","0.48725","0.84413","0.99138","0.96525","0.96025"
"22.04.2020","Wed","0.06350","0.13338","0.56975","0.86638","1.02025","0.99063","0.97038"
"21.04.2020","Tue","0.06313","0.16875","0.62463","0.90788","1.04300","1.02425","0.98650"
"20.04.2020","Mon","0.06463","0.18900","0.66738","0.94125","1.09763","1.07588","0.98213"
"17.04.2020","Fri","0.06700","0.18050","0.67275","0.95238","1.10900","1.10250","0.98188"
"16.04.2020","Thu","0.06700","0.20813","0.71825","0.97575","1.13525","1.12500","0.98125"
"15.04.2020","Wed","0.06613","0.21350","0.75075","1.03850","1.13488","1.15013","1.01413"
"14.04.2020","Tue","0.07163","0.22388","0.79413","1.04225","1.17613","1.15875","1.02588"
"09.04.2020","Thu","0.06775","0.23375","0.81400","1.06475","1.21888","1.22588","1.05088"
"08.04.2020","Wed","0.07188","0.24600","0.82888","1.05850","1.31138","1.22825","1.05313"
"07.04.2020","Tue","0.07700","0.29375","0.86350","1.09913","1.31988","1.22450","1.04475"
"06.04.2020","Mon","0.07450","0.29188","0.92125","1.11000","1.35238","1.23825","1.04263"
"03.04.2020","Fri","0.07663","0.29988","0.98513","1.20200","1.38738","1.20888","1.04988"
"02.04.2020","Thu","0.08588","0.40188","0.98163","1.24250","1.37300","1.20488","1.06013"
"01.04.2020","Wed","0.10875","0.42863","1.01625","1.24450","1.43650","1.19525","1.00238"
"31.03.2020","Tue","0.11900","0.49913","0.99288","1.26100","1.45050","1.17525","0.99750"
"30.03.2020","Mon","0.12088","0.58888","0.98450","1.26388","1.43338","1.09175","1.01400"
"27.03.2020","Fri","0.13625","0.61188","0.98938","1.25638","1.45013","1.07200","0.96850"
"26.03.2020","Thu","0.14988","0.63813","0.94088","1.14738","1.37463","1.05763","0.97275"
"25.03.2020","Wed","0.20125","0.64375","0.95913","1.15638","1.26700","1.06763","0.98750"
"24.03.2020","Tue","0.17813","0.68388","0.92488","1.10163","1.23238","0.98213","0.95675"
"23.03.2020","Mon","0.20650","0.68713","0.94663","1.05400","1.21563","0.97325","0.93738"
"20.03.2020","Fri","0.21188","0.73488","0.92850","1.10000","1.20413","0.99425","0.93350"
"19.03.2020","Thu","0.29825","0.76975","0.92363","1.07963","1.19513","0.97950","0.92200"
"18.03.2020","Wed","0.37988","0.79375","0.77288","0.96063","1.11575","0.95200","0.88938"
"17.03.2020","Tue","0.25813","0.67463","0.75000","0.90325","1.05188","0.91300","0.86175"
"16.03.2020","Mon","0.23925","0.63763","0.61163","0.71675","0.88938","0.84375","0.81938"
"13.03.2020","Fri","1.08488","0.84725","0.80013","0.82100","0.84313","0.82138","0.82163"
"12.03.2020","Thu","1.08663","0.88225","0.70463","0.73325","0.74050","0.73788","0.75975"
"11.03.2020","Wed","1.08400","1.03950","0.79663","0.79363","0.77250","0.74400","0.74650"
"10.03.2020","Tue","1.08200","1.07125","0.81138","0.79038","0.78413","0.76963","0.79213"
"09.03.2020","Mon","1.08113","1.06838","0.72488","0.71038","0.76813","0.73538","0.74350"
"06.03.2020","Fri","1.07975","1.07475","0.86263","0.87663","0.89600","0.87988","0.84563"
"05.03.2020","Thu","1.08213","1.10938","1.00513","1.00863","0.99888","0.97463","0.94425"
"04.03.2020","Wed","1.08775","1.14438","1.01625","1.01913","1.00063","0.98888","0.96750"
"03.03.2020","Tue","1.57563","1.53588","1.37675","1.37563","1.31425","1.25200","1.24563"
"02.03.2020","Mon","1.57463","1.56125","1.35575","1.30488","1.25375","1.19838","1.15388"
"28.02.2020","Fri","1.56775","1.56800","1.51525","1.50263","1.46275","1.39725","1.38150"
"27.02.2020","Thu","1.57400","1.58500","1.58113","1.59738","1.58038","1.53325","1.53725"
"26.02.2020","Wed","1.57150","1.58250","1.60338","1.61900","1.61325","1.59025","1.61013"
"25.02.2020","Tue","1.56900","1.57925","1.61263","1.63563","1.63763","1.62863","1.64575"
"24.02.2020","Mon","1.57550","1.59350","1.61613","1.63688","1.64663","1.62763","1.63475"
"21.02.2020","Fri","1.57025","1.58113","1.62675","1.67675","1.67925","1.67475","1.72863"
"20.02.2020","Thu","1.56713","1.58138","1.62888","1.68163","1.68275","1.69563","1.76175"
"19.02.2020","Wed","1.57688","1.58238","1.63938","1.68875","1.69600","1.69875","1.76888"
"18.02.2020","Tue","1.56338","1.58338","1.64700","1.66038","1.69463","1.71488","1.77188"
"17.02.2020","Mon","","1.58225","1.64675","1.64575","1.69288","1.72488","1.79275"
"14.02.2020","Fri","1.57613","1.58325","1.65825","1.66250","1.69175","1.71000","1.79838"
"13.02.2020","Thu","1.57338","1.58225","1.65850","1.66825","1.69163","1.71288","1.80200"
"12.02.2020","Wed","1.57413","1.58450","1.65013","1.67725","1.70375","1.72538","1.81275"
"11.02.2020","Tue","1.57125","1.58250","1.65275","1.67963","1.70725","1.72450","1.80713"
"10.02.2020","Mon","1.57463","1.58375","1.65788","1.71275","1.71313","1.72063","1.80050"
"07.02.2020","Fri","1.57738","1.58013","1.66525","1.72375","1.73088","1.74038","1.83488"
"06.02.2020","Thu","1.57200","1.57600","1.67088","1.72788","1.73413","1.74963","1.84263"
"05.02.2020","Wed","1.57513","1.58125","1.66963","1.72563","1.74163","1.75888","1.83113"
"04.02.2020","Tue","1.56550","1.58538","1.66625","1.72375","1.73738","1.74350","1.80300"
"03.02.2020","Mon","1.56800","1.58263","1.66775","1.72350","1.74100","1.71700","1.76900"
"31.01.2020","Fri","1.56875","1.58913","1.66188","1.73100","1.75113","1.74525","1.80663"
"30.01.2020","Thu","1.54388","1.57613","1.65500","1.74125","1.76325","1.76338","1.82163"
"29.01.2020","Wed","1.52963","1.56550","1.64525","1.76238","1.77713","1.77925","1.84713"
"28.01.2020","Tue","1.53300","1.56075","1.65000","1.76400","1.76950","1.77100","1.83125"
"27.01.2020","Mon","1.53175","1.56275","1.64925","1.77213","1.77450","1.78350","1.83725"
"24.01.2020","Fri","1.53188","1.56175","1.65950","1.78038","1.79538","1.80525","1.87988"
"23.01.2020","Thu","1.53163","1.56088","1.66088","1.76575","1.79413","1.82175","1.89450"
"22.01.2020","Wed","1.53263","1.55325","1.65938","1.76988","1.80088","1.82463","1.91900"
"21.01.2020","Tue","1.53925","1.55238","1.65950","1.78250","1.80625","1.83438","1.91838"
"20.01.2020","Mon","","1.56225","1.65338","1.78638","1.80213","1.82950","1.92463"
"17.01.2020","Fri","1.53113","1.55575","1.65438","1.79250","1.81913","1.84488","1.92300"
"16.01.2020","Thu","1.53563","1.55750","1.65775","1.79888","1.82663","1.84875","1.93013"
"15.01.2020","Wed","1.52838","1.55888","1.66900","1.78663","1.83613","1.86500","1.95275"
"14.01.2020","Tue","1.53125","1.56713","1.66963","1.78600","1.84263","1.86450","1.96313"
"13.01.2020","Mon","1.53513","1.56600","1.67625","1.79513","1.83125","1.87250","1.96200"
"10.01.2020","Fri","1.53313","1.56438","1.67663","1.80650","1.83775","1.87213","1.96663"
"09.01.2020","Thu","1.52700","1.56200","1.68363","1.84113","1.84788","1.87963","1.96875"
"08.01.2020","Wed","1.53250","1.57475","1.67713","1.83688","1.83400","1.87438","1.95113"
"07.01.2020","Tue","1.52788","1.58613","1.69900","1.81225","1.87800","1.88050","1.95450"
"06.01.2020","Mon","1.53700","1.57863","1.69213","1.80388","1.87225","1.89425","1.95488"
"03.01.2020","Fri","1.53675","1.58888","1.71425","1.81050","1.87388","1.89288","1.96413"
"02.01.2020","Thu","1.54050","1.59338","1.73438","1.82113","1.90025","1.90950","1.99488"
"31.12.2019","Tue","1.54263","1.63000","1.76250","1.83313","1.90838","1.91213","1.99625"
"30.12.2019","Mon","1.53438","1.60350","1.78088","1.83888","1.90938","1.90875","2.00100"
"27.12.2019","Fri","1.53625","1.62400","1.79938","1.84913","1.94463","1.92075","2.00425"
"24.12.2019","Tue","1.53313","1.60863","1.80475","1.85300","1.96050","1.92125","2.01200"
"23.12.2019","Mon","1.53450","1.60250","1.79200","1.84388","1.94663","1.92438","2.00150"
"20.12.2019","Fri","1.53663","1.57613","1.77988","1.85025","1.93475","1.92050","1.99963"
"19.12.2019","Thu","1.53400","1.57525","1.78513","1.84475","1.92775","1.91625","1.99800"
"18.12.2019","Wed","1.53350","1.58213","1.76463","1.84188","1.90800","1.90488","1.96963"
"17.12.2019","Tue","1.53563","1.57613","1.76388","1.84050","1.90250","1.90463","1.96838"
"16.12.2019","Mon","1.53063","1.56525","1.74488","1.83613","1.89850","1.89338","1.95963"
"13.12.2019","Fri","1.52988","1.56300","1.73738","1.83688","1.89963","1.90288","1.96388"
"12.12.2019","Thu","1.53375","1.57038","1.73975","1.83188","1.89363","1.88638","1.93288"
"11.12.2019","Wed","1.52538","1.57638","1.74050","1.82400","1.88738","1.88825","1.94325"
"10.12.2019","Tue","1.52900","1.58013","1.73563","1.82613","1.88725","1.87863","1.93288"
"09.12.2019","Mon","1.53663","1.58288","1.71763","1.82050","1.88838","1.88013","1.93525"
"06.12.2019","Fri","1.52913","1.58288","1.71513","1.82175","1.89050","1.88675","1.92313"
"05.12.2019","Thu","1.52938","1.57475","1.71013","1.82238","1.88500","1.88813","1.92263"
"04.12.2019","Wed","1.52950","1.58838","1.71313","1.82500","1.88713","1.88750","1.91700"
"03.12.2019","Tue","1.53850","1.57725","1.70363","1.83563","1.89150","1.89538","1.93663"
"02.12.2019","Mon","1.54063","1.57238","1.69375","1.83388","1.90013","1.90613","1.96250"
"29.11.2019","Fri","1.54250","1.58650","1.69713","1.83988","1.90550","1.89688","1.95213"
"28.11.2019","Thu","","1.58625","1.70850","1.83575","1.90688","1.89513","1.95025"
"27.11.2019","Wed","1.53963","1.58888","1.69113","1.83463","1.91375","1.90688","1.93975"
"26.11.2019","Tue","1.53800","1.59813","1.70163","1.84363","1.90863","1.91425","1.94163"
"25.11.2019","Mon","1.53613","1.59700","1.69950","1.84200","1.91863","1.91913","1.94175"
"22.11.2019","Fri","1.53388","1.58975","1.70275","1.83675","1.91725","1.90725","1.91488"
"21.11.2019","Thu","1.54138","1.58400","1.70800","1.84100","1.90950","1.89350","1.90863"
"20.11.2019","Wed","1.52900","1.58475","1.71563","1.83350","1.89875","1.89113","1.90925"
"19.11.2019","Tue","1.53688","1.58775","1.72163","1.83675","1.89463","1.90700","1.94163"
"18.11.2019","Mon","1.53538","1.59100","1.72363","1.83600","1.89850","1.91888","1.95338"
"15.11.2019","Fri","1.53675","1.57913","1.73325","1.83250","1.90263","1.91850","1.96100"
"14.11.2019","Thu","1.52700","1.58088","1.76250","1.84075","1.90413","1.92163","1.97113"
"13.11.2019","Wed","1.53900","1.59863","1.76538","1.84575","1.90988","1.92225","1.98700"
"12.11.2019","Tue","1.53925","1.59713","1.76163","1.84188","1.90925","1.92613","2.00563"
"11.11.2019","Mon","","1.60638","1.76325","1.83850","1.90463","1.92300","1.99413"
"08.11.2019","Fri","1.53863","1.61225","1.75900","1.85000","1.90063","1.92300","1.99975"
"07.11.2019","Thu","1.54363","1.61375","1.75800","1.84675","1.90138","1.92263","1.98300"
"06.11.2019","Wed","1.53650","1.61338","1.75500","1.84525","1.90425","1.92388","1.97663"
"05.11.2019","Tue","1.54713","1.61688","1.76988","1.85463","1.89350","1.92625","1.96688"
"04.11.2019","Mon","1.55088","1.62613","1.77100","1.85338","1.90825","1.92463","1.96000"
"01.11.2019","Fri","1.59213","1.63163","1.77425","1.83888","1.89050","1.90238","1.92525"
"31.10.2019","Thu","1.59988","1.65900","1.78488","1.84000","1.90225","1.91625","1.95538"
"30.10.2019","Wed","1.80438","1.68000","1.78138","1.85900","1.90913","1.91950","1.97988"
"29.10.2019","Tue","1.80100","1.71038","1.78588","1.86313","1.92713","1.92988","1.98875"
"28.10.2019","Mon","1.80163","1.75125","1.79963","1.88263","1.93550","1.93988","1.99525"
"25.10.2019","Fri","1.80600","1.78625","1.80488","1.88100","1.92813","1.93325","1.95575"
"24.10.2019","Thu","1.80275","1.81350","1.80425","1.88575","1.93563","1.93200","1.96088"
"23.10.2019","Wed","1.81400","1.83575","1.82275","1.89763","1.93963","1.91400","1.94275"
"22.10.2019","Tue","1.81288","1.84513","1.82175","1.88463","1.93600","1.93250","1.96725"
"21.10.2019","Mon","1.81113","1.84375","1.82300","1.89750","1.93400","1.93425","1.96063"
"18.10.2019","Fri","1.81513","1.84638","1.85025","1.92750","1.95325","1.95175","1.98725"
"17.10.2019","Thu","1.83813","1.85263","1.84638","1.93488","1.96588","1.97450","1.99313"
"16.10.2019","Wed","1.82575","1.85113","1.87750","1.96463","2.00325","1.98588","1.99225"
"15.10.2019","Tue","1.79513","1.85313","1.88913","1.96738","2.00213","1.97725","1.97413"
"14.10.2019","Mon","","1.86600","1.89075","1.96550","2.00088","1.97800","1.97313"
"11.10.2019","Fri","1.79888","1.86575","1.91350","1.97463","2.00088","1.97563","1.95550"
"10.10.2019","Thu","1.79263","1.86300","1.92125","1.96538","1.98613","1.93550","1.89600"
"09.10.2019","Wed","1.79000","1.87725","1.92738","1.97850","1.98425","1.94275","1.88188"
"08.10.2019","Tue","1.80550","1.86650","1.93875","1.99863","2.00950","1.96338","1.88850"
"07.10.2019","Mon","1.80825","1.88313","1.94025","2.00213","2.01200","1.96038","1.86775"
"04.10.2019","Fri","1.82075","1.88100","1.97800","2.00438","2.02700","1.95063","1.85313"
"03.10.2019","Thu","1.82238","1.88113","1.98950","2.02238","2.04313","1.98500","1.91425"
"02.10.2019","Wed","1.85125","1.89238","1.99725","2.03388","2.05638","2.01700","1.95825"
"01.10.2019","Tue","1.82613","1.89275","2.01088","2.05963","2.08863","2.05650","2.03550"
"30.09.2019","Mon","1.82150","1.91150","2.01563","2.06538","2.08513","2.05563","2.03213"
"27.09.2019","Fri","1.82713","1.91325","2.03150","2.07088","2.09863","2.06300","2.04325"
"26.09.2019","Thu","1.82988","1.92975","2.04350","2.08650","2.10438","2.06438","2.02013"
"25.09.2019","Wed","1.84075","1.94688","2.05363","2.08950","2.09963","2.04413","1.98500"
"24.09.2019","Tue","1.84200","1.91613","2.04588","2.09225","2.11300","2.06300","2.02925"
"23.09.2019","Mon","1.84750","1.92925","2.01838","2.09288","2.10625","2.05850","2.03338"
"20.09.2019","Fri","1.86850","1.94538","2.03650","2.11988","2.13463","2.07038","2.06500"
"19.09.2019","Thu","1.96213","1.94200","2.04588","2.12638","2.15888","2.08400","2.07413"
"18.09.2019","Wed","2.18525","1.97463","2.04425","2.13338","2.15588","2.08150","2.06450"
"17.09.2019","Tue","2.15488","1.98375","2.05700","2.14175","2.16413","2.08525","2.06538"
"16.09.2019","Mon","2.11163","2.00388","2.04088","2.12338","2.14513","2.07800","2.06963"
"13.09.2019","Fri","2.09475","2.02275","2.02475","2.11513","2.13938","2.07025","2.04913"
"12.09.2019","Thu","2.08825","2.06488","2.02750","2.12275","2.11850","2.04725","2.00563"
"11.09.2019","Wed","2.09450","2.10425","2.03588","2.12425","2.12725","2.05288","2.00863"
"10.09.2019","Tue","2.09250","2.12813","2.03863","2.12838","2.13163","2.03513","1.97038"
"09.09.2019","Mon","2.09388","2.13263","2.04950","2.14538","2.13838","2.03563","1.94875"
"06.09.2019","Fri","2.09475","2.13150","2.04900","2.14450","2.13413","2.03413","1.94900"
"05.09.2019","Thu","2.09763","2.12763","2.04213","2.10950","2.10213","1.98850","1.89100"
"04.09.2019","Wed","2.09125","2.13163","2.05725","2.12000","2.11238","1.98725","1.89688"
"03.09.2019","Tue","2.09063","2.13713","2.06688","2.13738","2.12663","2.01238","1.93638"
"02.09.2019","Mon","","2.12950","2.08188","2.14625","2.13275","2.02400","1.94938"
"30.08.2019","Fri","2.08963","2.13663","2.08900","2.14963","2.13763","2.03650","1.97400"
"29.08.2019","Thu","2.09500","2.14250","2.10025","2.14738","2.13175","2.03138","1.96138"
"28.08.2019","Wed","2.08663","2.13513","2.11200","2.14563","2.12413","2.03513","1.94938"
"27.08.2019","Tue","2.09575","2.13713","2.11588","2.15238","2.11738","2.03750","1.94938"
"23.08.2019","Fri","2.08838","2.13400","2.13950","2.17138","2.14438","2.08013","2.02850"
"22.08.2019","Thu","2.09363","2.12713","2.14525","2.15938","2.13225","2.04250","1.97325"
"21.08.2019","Wed","2.09300","2.13988","2.16663","2.16975","2.14763","2.02538","1.95425"
"20.08.2019","Tue","2.09700","2.13363","2.17000","2.16600","2.14950","2.02363","1.94850"
"19.08.2019","Mon","2.09538","2.11738","2.16863","2.16663","2.15150","2.02913","1.95325"
"16.08.2019","Fri","2.09850","2.11638","2.17213","2.15600","2.13588","2.01675","1.94500"
"15.08.2019","Thu","2.09588","2.12925","2.18200","2.15313","2.12375","2.01400","1.93250"
"14.08.2019","Wed","2.09213","2.13850","2.19738","2.19050","2.16838","2.07988","2.02900"
"13.08.2019","Tue","2.09825","2.14200","2.19513","2.17963","2.15813","2.03400","1.97013"
"12.08.2019","Mon","2.10275","2.14113","2.19525","2.18950","2.17525","2.05763","1.99063"
"09.08.2019","Fri","2.09538","2.14075","2.19425","2.20600","2.17563","2.05200","1.98788"
"08.08.2019","Thu","2.09525","2.14900","2.20088","2.21375","2.18100","2.05025","1.99300"
"07.08.2019","Wed","2.09938","2.15150","2.21125","2.22400","2.18450","2.04763","1.97700"
"06.08.2019","Tue","2.09713","2.15463","2.21275","2.22300","2.18700","2.05113","1.99413"
"05.08.2019","Mon","2.10513","2.16288","2.22300","2.23238","2.20900","2.08588","2.03675"
"02.08.2019","Fri","2.10425","2.18013","2.22850","2.24575","2.23925","2.13300","2.11588"
"01.08.2019","Thu","2.11225","2.18825","2.24413","2.27050","2.28675","2.22688","2.23850"
"31.07.2019","Wed","2.35163","2.17625","2.22425","2.25288","2.26563","2.20688","2.18863"
"30.07.2019","Tue","2.34700","2.19625","2.22975","2.25250","2.25313","2.19163","2.18850"
"29.07.2019","Mon","2.34863","2.23225","2.23438","2.25800","2.25550","2.19625","2.19800"
"26.07.2019","Fri","2.35038","2.27313","2.23700","2.24700","2.26575","2.20488","2.19663"
"25.07.2019","Thu","2.34900","2.30688","2.24113","2.25263","2.25575","2.17750","2.17888"
"24.07.2019","Wed","2.35225","2.34913","2.26175","2.28050","2.26663","2.18313","2.17950"
"23.07.2019","Tue","2.35375","2.37413","2.26600","2.28600","2.27550","2.18488","2.19125"
"22.07.2019","Mon","2.35963","2.37425","2.26913","2.29363","2.28275","2.18075","2.18838"
"19.07.2019","Fri","2.36200","2.36938","2.26113","2.25975","2.25938","2.14425","2.15775"
"18.07.2019","Thu","2.36063","2.37700","2.27150","2.27988","2.27763","2.17425","2.19213"
"17.07.2019","Wed","2.36275","2.37013","2.29788","2.29538","2.30250","2.19875","2.21700"
"16.07.2019","Tue","2.35663","2.37925","2.30038","2.30188","2.29963","2.20700","2.21088"
"15.07.2019","Mon","2.35713","2.37475","2.31413","2.30838","2.30325","2.21713","2.21050"
"12.07.2019","Fri","2.35913","2.38175","2.33200","2.33375","2.32225","2.22925","2.23113"
"11.07.2019","Thu","2.35900","2.37475","2.32500","2.32475","2.30338","2.21263","2.19325"
"10.07.2019","Wed","2.35475","2.38425","2.36913","2.36363","2.33950","2.26238","2.28575"
"09.07.2019","Tue","2.35013","2.38038","2.36863","2.35788","2.34075","2.25675","2.27350"
"08.07.2019","Mon","2.35688","2.37713","2.37938","2.36475","2.33775","2.25650","2.26150"
"05.07.2019","Fri","2.34825","2.37700","2.36650","2.33738","2.31138","2.20975","2.19163"
"04.07.2019","Thu","","2.39563","2.36413","2.33475","2.30263","2.20063","2.17938"
"03.07.2019","Wed","2.35638","2.39575","2.36000","2.33550","2.28850","2.20888","2.18038"
"02.07.2019","Tue","2.35138","2.38813","2.37950","2.33838","2.31300","2.22638","2.20313"
"01.07.2019","Mon","2.35975","2.38250","2.38775","2.33900","2.33188","2.21850","2.20188"
"28.06.2019","Fri","2.37038","2.37238","2.39800","2.33088","2.31988","2.20050","2.17813"
"27.06.2019","Thu","2.35488","2.37188","2.40238","2.34088","2.31888","2.21338","2.18463"
"26.06.2019","Wed","2.35400","2.38538","2.40238","2.34538","2.32988","2.19975","2.18325"
"25.06.2019","Tue","2.34475","2.37175","2.40413","2.34125","2.31125","2.18275","2.14738"
"24.06.2019","Mon","2.34925","2.37600","2.40175","2.34950","2.33288","2.20988","2.17875"
"21.06.2019","Fri","2.34750","2.36875","2.40438","2.37663","2.34925","2.22013","2.20213"
"20.06.2019","Thu","2.34150","2.38188","2.40363","2.38100","2.34313","2.21675","2.16150"
"19.06.2019","Wed","2.34088","2.35675","2.38338","2.39538","2.38613","2.30000","2.29775"
"18.06.2019","Tue","2.34950","2.35950","2.38288","2.39838","2.38663","2.29800","2.26438"
"17.06.2019","Mon","2.34438","2.35950","2.39025","2.40638","2.41850","2.30875","2.28675"
"14.06.2019","Fri","2.34663","2.37000","2.38175","2.39438","2.40200","2.27738","2.24650"
"13.06.2019","Thu","2.35050","2.36463","2.39425","2.40238","2.41025","2.31838","2.30563"
"12.06.2019","Wed","2.35038","2.37450","2.40113","2.42038","2.42788","2.34163","2.33300"
"11.06.2019","Tue","2.35088","2.37550","2.41063","2.42838","2.44950","2.35200","2.34325"
"10.06.2019","Mon","2.34500","2.37850","2.41338","2.42075","2.43575","2.34875","2.33763"
